"RAZON_SOCIAL";"REGION_OTROS";"REGION_CF";"REGION_BSAS";"REGION_DESCONOCIDO";"REGION_CBA";"PROD_DATOS_RPV";"PROD_INTER_DEDICADO";"PROD_DATOS_ENLACE";"PROD_DATOS_LAN_TO_LAN";"PROD_SD_WAN";"MERC_OTROS";"MERC_CORPORATIVO";"MERC_EMPRESAS";"MERC_GRANDES_CLIENTES";"MERC_PYMES";"CANT_PRODUCTOS";"CANT_ENLACES";"FACTURACION_ARS";"DURACION_CLIENTE_DIAS";"INCIDENTES";"TMR"
"PRIMER ROUND SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"732000";"5673";"28";"81,45"
"PRINCZ SAICFEI";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1200000";"2497";"6";"42,78"
"PRINGLES SAN LUIS";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"828000";"3538";"11";"69,05"
"PRINSLEY SA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"420000";"4284";"19";"178,49"
"PRISMA MEDIOS DE PAGO S.A.U.";"0";"1";"0";"0";"0";"18";"2";"8";"0";"0";"0";"1";"0";"0";"0";"3";"28";"12078000";"2008";"618";"65,7"
"PRITTY S.A.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"945600";"1634";"17";"9,02"
"PRIVATE COP S.A";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"144";"3";"16,35"
"PRO ACTION SERVICES S.A";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"2";"3";"1596000";"327";"26";"12,5"
"PRO PROPUESTA REPUBLICANA CAPITAL FEDERA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"903";"10";"20,91"
"PROBAT S.A";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0";"1529";"2";"7,89"
"PROCESS SRL";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1007";"0";"0"
"PROCOM IT SOLUTIONS S.A.";"0";"0";"0";"0";"1";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"3";"756000";"1439";"18";"207,7"
"PROCREARTE SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"732000";"6086";"15";"30,96"
"PROCTER & GAMBLE ARGENTINA SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"7248";"0";"0"
"PROCURACION DEL TESORO DE LA NACION";"0";"1";"0";"0";"0";"2";"2";"0";"0";"0";"1";"0";"0";"0";"0";"2";"4";"2002750";"60";"32";"31,64"
"PROCURACION PENITENCIARIA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"448800";"761";"1";"4,65"
"PRODEMAN S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1362000";"95";"0";"0"
"PRODIGYO SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"798000";"1713";"0";"0"
"PRODMOBI SA";"0";"1";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"1";"0";"0";"1";"4";"1386000";"1041";"20";"14,94"
"PRODUCTORA DEL NOROESTE";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"895200";"1130";"18";"72,36"
"PRODUCTORA QUIMICA LLANA Y CIA";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"662400";"244";"0";"0"
"PRODUCTOS ALIMENTICIOS HARMONY";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"512400";"4921";"188";"157,72"
"PRODUCTOS ALIMENTICIOS SOFIA S";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"444000";"3405";"16";"21,29"
"PRODUCTOS FARMACEUTICOS DR. GRAY S.A.C.";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"1";"3";"1257600";"56";"25";"29,09"
"PRODUCTOS VENIER SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"504000";"2922";"45";"34,08"
"PRODUMEDIX INTERNACIONAL S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"4680";"4";"1,61"
"PROFTALMOS SA";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"917";"6";"90,38"
"PROLUX COMSER S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"2";"2";"13386000";"1694";"26";"77,8"
"PROM TV SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"2208000";"2707";"33";"39,38"
"PROMA SSA S.A-";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"630000";"70";"0";"0"
"PROMEDON SA";"0";"0";"0";"0";"1";"0";"4";"0";"0";"2";"0";"1";"0";"0";"0";"2";"6";"5373600";"256";"10";"6,88"
"PROMETEON TYRE GROUPDE ARGENTINA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"329";"0";"0"
"PROMINENTE S.A.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"806400";"329";"16";"13,51"
"PRONET S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1530";"8";"22,53"
"PROPATO HNOS SAIC";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"235200";"2946";"11";"27,65"
"PROSEGUR ACTIVA ARGENTINA SA";"0";"1";"0";"0";"0";"4";"6";"0";"0";"0";"0";"1";"0";"0";"0";"2";"10";"4561200";"2630";"330";"117,5"
"PROSYS SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"512400";"6720";"36";"60,32"
"PROTECCION DE RIESGOS SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"403200";"517";"7";"16,11"
"PROVIDERS S.A.";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"9600000";"52";"0";"0"
"PROVINCIA ASEGURADORA DERIESGOS DEL TRAB";"0";"1";"0";"0";"0";"7";"5";"0";"0";"0";"0";"1";"0";"0";"0";"2";"12";"2395315";"1041";"106";"24,56"
"PROVINCIA BURSATIL S.A. SOC DE BOLSA";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"3";"828000";"308";"28";"31,6"
"PROVINCIA FIDEICOMISOS S.A.U";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"360000";"293";"3";"1,71"
"PROVINCIA LEASING S.A";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"360000";"293";"3";"1,28"
"PROVINCIA SEGUROS DE VIDA S.A.PROVINCIA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"403200";"6437";"51";"21,75"
"PROVINCIA SEGUROS SA";"0";"1";"0";"0";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"0";"2";"3";"806400";"6090";"16";"14,04"
"PROVINCIA SERVICIOS FINANCIEROS";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"360000";"293";"0";"0"
"PROVINFONDOS S.A.";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"2";"576000";"6090";"8";"19,82"
"PROVINTER LOGISTICA SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"396000";"551";"3";"179,73"
"PROVISER S.A";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"411600";"7238";"22";"37,58"
"PRUDENTIAL SEGUROS";"0";"1";"0";"0";"0";"1";"4";"0";"0";"0";"0";"1";"0";"0";"0";"2";"5";"2333100";"1278";"664";"114,94"
"PUERTO ASIS ARGENTINA S.A.";"0";"1";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"1";"0";"2";"4";"756000";"5179";"44";"18,8"
"PUERTO DEL CENTRO S A";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1645";"13";"45,69"
"PUERTO NORTE S.A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"260400";"362";"0";"0"
"PUERTO WEB SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"8155";"0";"0"
"PUIG ARGENTINA S A";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"2";"3";"3840000";"2001";"88";"78,72"
"PULIDOS S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"255360";"1294";"0";"0"
"PUMA SPORTS ARGENTINA SA";"0";"0";"1";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"1";"0";"1";"5";"1503600";"431";"3";"6,44"
"PUNTA MOGOTE S.C.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"868800";"3386";"30";"42,85"
"PUNTO 24 SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"201600";"7";"0";"0"
"PUNTO BAIRES S.A.";"0";"1";"0";"0";"0";"1";"1";"0";"0";"3";"0";"0";"1";"0";"0";"3";"5";"1140000";"465";"69";"21,21"
"PURATOS SOCIEDAD ANO NIMA ARGENTINA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"978000";"2079";"18";"54,63"
"Praiamar Sa";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"174";"0";"0"
"QBOX SA";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"882000";"2282";"6";"3,5"
"QUALITY INVEST SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"268800";"202";"0";"0"
"QUALITY SERVICE S.A.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"456000";"1575";"4";"24,15"
"QUE RICO SA";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"1";"3";"1327200";"517";"48";"32,16"
"QUETRA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1369";"5620";"6";"19,3"
"QUIMICA ARISTON SAIC";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"257040";"634";"1";"0,18"
"QUIMICA CALLEGARI S.R.L.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"435600";"3874";"18";"70,73"
"QUIMICA MONTPELLIER S.A";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"1296000";"1930";"56";"40,56"
"QUINAR S.R.L.QUINAR S.R.L.";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"2";"2";"3522000";"181";"4";"201,52"
"QUIRO MED SACIF";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"351000";"1622";"5";"39,67"
"RACK2 SRL-";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"1200000";"2694";"51";"42,43"
"RADIO DIFUSORA BUENOS AIRES SA";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"3";"900000";"1762";"34";"78,8"
"RADIO FULL SRL";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"409";"0";"0"
"RADIO MITRE SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"552000";"1538";"11";"25,01"
"RADIO VISION JUJUY S A";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"319200";"1715";"4";"11,86"
"RADIO Y TELEVISION ARG. S.E.";"0";"1";"0";"0";"0";"2";"1";"4";"0";"0";"1";"0";"0";"0";"0";"3";"7";"18891600";"5449";"246";"166,92"
"RADIODIFUSORA DEL CENTRO S A";"0";"1";"0";"0";"0";"8";"6";"0";"0";"0";"0";"1";"0";"0";"0";"2";"14";"4957440";"1041";"264";"60,64"
"RADIODIFUSORA METRO  SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1824000";"7685";"43";"77,47"
"RAFAEL NETO SA";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"0";"5347";"90";"81,37"
"RAFAELA ALIMENTOS S.A.";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"2292000";"1918";"15";"43,11"
"RAGHSA SA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1092";"2";"58,76"
"RAI";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"84";"1";"2,12"
"RAICO SA";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"480000";"1645";"26";"227,42"
"RAMIREZ JUAN JOSE";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"420000";"2987";"8";"30,68"
"RAMONDIN ARGENTINA SA";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"1684800";"1826";"34";"18,87"
"RANDSTAD ARGENTINA S A";"0";"1";"0";"0";"0";"1";"16";"0";"0";"0";"0";"1";"0";"0";"0";"2";"17";"10388400";"419";"280";"142,76"
"RANIERI ARGENTINA SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1080000";"3800";"2";"11,27"
"RAPPCOLLINS WORLWIDE S. A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"4295";"3";"47,83"
"RAVAGO  ARGENTINA S.R.L.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"2160000";"6030";"21";"29,18"
"RCI BANQUE";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1140000";"5100";"1";"1,77"
"REBISCO S.A";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"459000";"1505";"1";"2,68"
"RECAUDACIONES ELECTRONICAS S.A.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"4171";"14";"49,98"
"RECAUDADORA SA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"335";"40";"64,88"
"RECICLAR SA";"0";"0";"1";"0";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"2";"3";"1100400";"1236";"70";"123,2"
"RECOLETO SA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"600000";"765";"0";"0"
"RED BULL ARGENTINA S R L";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1428000";"966";"23";"36,71"
"RED CELESTE Y BLANCA SA E F";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"1";"2";"1285200";"859";"11";"23,64"
"RED DE SEGUROS MEDICOS SRL";"1";"0";"0";"0";"0";"0";"6";"0";"0";"27";"0";"0";"1";"0";"0";"2";"33";"4493100";"528";"20";"97,82"
"RED HOTELERA IBEROAMERICANA SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"480000";"808";"3";"24,73"
"RED LINK S A";"0";"1";"0";"0";"0";"25";"2";"10";"0";"0";"0";"1";"0";"0";"0";"3";"37";"40535160";"929";"915";"211,14"
"RED METROPOLITANA S.R.L.";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"480000";"1552";"2";"147,41"
"REDES DEL OESTE SA";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"2512";"16";"46,13"
"REDES DEL SUR S.A.";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"8757";"0";"0"
"REDIMAT S.A.";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"2";"3";"478800";"2224";"64";"34,76"
"REDNET SRL";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"516000";"553";"7";"81,36"
"REDONHIELO S.A.";"0";"0";"1";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"1";"0";"2";"4";"1941600";"2917";"36";"150,52"
"REDYNET SRL";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"1";"3";"1163520";"1049";"14";"16,55"
"REFRACTARIOS ARGENTINOS SAICM";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"756000";"244";"0";"0"
"REGI DE ARGENTINA SA";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"6192";"0";"0"
"REGINALD LEE S A";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"2788512";"2469";"31";"26,57"
"REGISTRO NACIONAL DE LAS PERSONAS";"0";"1";"0";"0";"0";"0";"5";"0";"0";"0";"1";"0";"0";"0";"0";"1";"5";"372992";"220";"11";"30,49"
"RENAULT ARGENTINA S.A.";"0";"1";"0";"0";"0";"2";"3";"0";"1";"0";"0";"1";"0";"0";"0";"3";"6";"6862800";"5557";"363";"85,26"
"RENOVA S.A";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"612000";"1404";"3";"40,39"
"RENXO SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"4144";"7";"10,79"
"REPARE ARGENTINA S A";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"918000";"790";"26";"67,66"
"REPUESTOS PESADOS SAS";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"1024800";"3854";"8";"15,97"
"RESBADI S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"512400";"1041";"5";"3,1"
"RESMACON SRL";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"616";"4";"192,48"
"RESOL S.A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"336000";"4303";"9";"383,2"
"REVESTIMIENTOS SITEX SRL";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"2686";"7";"42,71"
"REXYS SOCIEDAD ANONIMA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"252000";"560";"3";"1,45"
"RGA MEDIA GROUP S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"6024000";"4949";"8";"10,28"
"RH SUDAMERICA S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"732000";"2131";"55";"86,22"
"RICARDO J. MARENGO S.R.L.";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"602";"1";"3,03"
"RICARDO NINI S.A.";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"1398000";"1403";"49";"36,54"
"RIELES Y COSAS SA RIELES Y COSAS SA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"384000";"3667";"21";"18,81"
"RIESGONET S.A";"0";"0";"1";"0";"0";"4";"1";"0";"0";"1";"0";"0";"1";"0";"0";"3";"6";"445200";"2671";"84";"142,5"
"RIVA S A I I C F A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"74700,39";"560";"2";"72,87"
"RIVAN S A C I";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"4934";"14";"18,67"
"RIVERA VILLATE GONZALO";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"8138";"0";"0"
"RMPE ASOCIADOS SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"468000";"2806";"15";"22,5"
"ROAGRO S.A.";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"1704000";"920";"4";"47,46"
"ROBERTO C RUMBO SRL-";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"660000";"1159";"2";"12,97"
"ROCA ARGENTINA SOCIEDAD ANONIM";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"587";"1";"45,81"
"ROCH S A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"945";"1";"2,94"
"RODADOS MEDITERRANEA SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1260000";"3211";"5";"20,23"
"RODAM SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"249";"0";"0"
"RODAMA SA";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"600000";"5530";"26";"27,68"
"RODAMAR SRL";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"510";"1";"0,58"
"RODAMET S.A.C.I.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"319200";"6500";"13";"26,67"
"RODRIGUEZ NICOLAS ALEJANDRO";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"360000";"558";"0";"0"
"ROEMMERS SAICF";"0";"0";"1";"0";"0";"10";"2";"0";"0";"1";"0";"1";"0";"0";"0";"3";"13";"19966932";"2729";"402";"132,36"
"ROFINA SAICF";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"905496";"670";"18";"29,43"
"ROGUANT SRL";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"564000";"2159";"16";"57,68"
"ROMI SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"399000";"825";"4";"8,08"
"ROMIKIN";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"151";"0";"0"
"ROSARIO BUS SA";"1";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"4";"1438800";"4174";"176";"96,22"
"ROSARIO DUAL SA";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"768000";"305";"3";"29,07"
"ROSARIO PACK SRL";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"1";"2";"163200";"689";"7";"87,63"
"ROSENTAL MANAGEMENT GROUP S.A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"595920";"6228";"0";"0"
"ROSENTAL S.A.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"470400";"2124";"4";"27,73"
"ROSSI SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"552000";"1158";"6";"135,07"
"ROTONDA ROGELIO ADRIAN";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"216000";"2252";"14";"8,87"
"ROTOPLAS ARGENTINA SA";"0";"0";"1";"0";"0";"1";"6";"0";"0";"0";"0";"0";"0";"1";"0";"2";"7";"5848104";"574";"90";"68,48"
"ROVELLA CARRANZA SA";"1";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"3";"900000";"5103";"116";"626,18"
"ROVELLA ENERGIA S. A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"468000";"1488";"1";"16,47"
"ROWA S A";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"600000";"4148";"42";"85"
"ROYAL CANIN ARGENTINA SA";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"3713";"7";"8,56"
"RSI  GROUP  SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"120000";"1973";"0";"0"
"RUBINZAL Y ASOCIADOS S.A";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"1080000";"1683";"28";"186,16"
"RUBOL S.A.I.C.F.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"268800";"389";"1";"184,28"
"RUNEA S. A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"324000";"341";"0";"0"
